A1CF	MNT
OR2H1	PCDH19
OR2H2	TXNDC1
OR2J2	SEMA4A
OR2J3	ARF1
OR2K2	NAB1
OR2L13	TLR5
OR2L2	CPE
OR2L8	PPAP2B
OR2M2	PPP2R2D
OR2M3	TRIM3
OR2M4	HRH1
OR2M5	CBX7
OR2S2	NDUFC1
OR2T1	SDC1
OR2T10	CABP2
OR2T11	PPP1CA
OR2T12	JMJD2B
OR2T2	RG9MTD1
OR2T27	GRM7
OR2T3	GPSM3
OR2T33	SDHC
OR2T34	CPXM2
OR2T4	INHA
OR2T6	OR13C2
OR2W1	ANXA7
OR2W3	KIF13A
OR2Y1	ARPM1
OR2Z1	CBX1
OR3A1	PPP1R3A
OR3A2	ZNF780A
OR3A3	DYNC1H1
OR4A15	COPG
OR4A16	TSC1
OR4A47	UBE2Q1
OR4A5	PPP2R5E
OR4B1	LPAR4
OR4C11	PDE6B
OR4C12	CNTN2
OR4C15	MAML1
OR4C16	ACAN
OR4C3	SALL2
OR4C46	ECD
OR4C6	LAMB3
OR4D10	OR4E2
OR4D11	MYO5C
OR4D2	MT-ND2
OR4D5	EIF3K
OR4D6	DACT1
OR4D9	CYP11B2
OR4F15	CAV3
OR4F17	SLC26A3
OR4F21	ZNF304
OR4F5	CALML3
OR4F6	CYFIP2
OR4K1	VPS39
OR4K13	GSC
OR4K2	SMPD1
OR4K5	DNM1
OR4M1	CCNT1
OR4M2	SPN
OR4N2	STAT6
OR4N4	PPFIA3
OR4N5	RBP4
OR4P4	GORASP1
OR4Q3	TXN2
OR4S1	HTATSF1
OR4S2	NHEDC1
OR4X2	HNRNPM
OR51A2	POLH
OR51A4	HNRNPU
OR51A7	TCEAL2
OR51B2	HIST1H2BM
OR51B6	LYST
OR51D1	IGBP1
OR51E1	GZMB
OR51E2	OR52K2
OR51F1	PCDHB8
OR51G1	KNTC1
OR51I2	LHX6
OR51M1	PSG9
OR51S1	HIST1H2AD
OR51T1	ARF5
OR52A1	CRKL
OR52B2	DUSP21
OR52B4	FUBP1
OR52B6	ZIC5
OR52D1	ATP5A1
OR52E2	OR10G8
OR52E6	CDH22
OR52E8	CBX3
OR52H1	MADD
OR52I1	OR10A5
OR52I2	MSR1
OR52J3	HSD11B2
OR52K1	HIST1H2BD
OR52K2	COX6A1
OR52M1	CENPM
OR52N1	BPY2
OR52N2	CLTCL1
OR52N4	MYT1L
OR52N5	ADAMTS9
OR52R1	YARS2
OR56A3	CCBP2
OR56B1	NOV
OR56B4	VTI1B
OR5A1	CHRNA1
OR5AC2	IL16
OR5AK2	PDE4C
OR5AN1	GABRG1
OR5AR1	OR5B12
OR5AS1	FTMT
OR5B12	ZNF107
OR5B17	ARHGAP4
OR5B3	HLA-DOB
OR5C1	SEMA3B
OR5D13	CYP3A4
OR5D14	FGF5
OR5D16	SNF8
OR5D18	MAPKSP1
OR5F1	STX1A
OR5H2	ACHE
OR5H6	CHML
OR5I1	RBP2
OR5J2	BAZ2B
OR5K1	E2F1
OR5K2	PTH1R
OR5L1	CTNNA3
OR5L2	HDAC2
OR5M1	HPS1
OR5M11	SYT4
OR5M3	PIGF
OR5M8	SMC5
OR5M9	SHFM1
OR5P2	IL6ST
OR5R1	APOA1
OR5T2	TCF20
OR5T3	WDR5
OR6A2	STARD5
OR6B1	SIRT2
OR6B3	SERPINA10
OR6C1	RTKN
OR6C2	AHCTF1
OR6C3	PSMB1
OR6C4	AHSP
OR6C6	COX6A2
OR6C70	GAS1
OR6C74	SERPINB8
OR6C75	HNMDAR1-3B
OR6C76	NPR2
OR6F1	PDCD4
OR6K2	ATP6V1B2
OR6K6	MPP4
OR6M1	DEC1
OR6N1	P2RX2
OR6N2	CCNG2
OR6Q1	TDP1
OR6V1	IL28B
OR7A10	FXR2
OR7A17	IGLV7-46
OR7A5	ANKRA2
OR7C1	RPS6KA6
OR7C2	IL28RA
OR7D2	PSMD12
OR7D4	ZNF616
OR7G1	PELO
OR7G2	SST
OR7G3	HIST1H1D
OR8A1	ZFPM1
OR8D1	BACH1
OR8D4	GBA
OR8H2	FRS3
OR8H3	BCL10
OR8I2	MBD4
OR8J3	OR10K1
OR8K3	NRG1
OR8S1	TG
OR9A2	AGPS
OR9A4	CRYAA
OR9G4	MYLK
OR9I1	SNRPF
OR9K2	ZZZ3
ORAI1	DARC
ORC1L	POLB
ORC2L	RANBP2
ORC3L	FBXW8
ORC4L	GFRA2
ORC5L	SP8
ORC6L	EZR
ORM1	RCC1
OS9	GH1
OSBP	POU3F2
OSBP2	MSN
OSBPL1A	EMD
OSBPL2	CLCN3
OSBPL8	GUCA1A
OSM	CNTNAP4
OSMR	WDR3
OSR1	DDB1
OSTF1	SLC22A4
OTUB1	INPP5B
OTUD7A	TNFRSF18
OTUD7B	EXOSC6
OTX2	LY86
OVGP1	MID2
OXSR1	PCMT1
OXT	KLK10
OXTR	PEX13
P2RX1	CHMP4C
P2RX2	CTSB
P2RX3	HSP90AA2
P2RX4	NARG1L
P2RX5	OR5D13
P2RX6	C19ORF29
P2RX7	AAG12
P2RY1	S100A6
P2RY10	IGF2BP1
P2RY11	NFKB2
P2RY13	RAD21
P2RY2	FBLN5
P2RY4	ZNF595
P2RY6	CDKN1A
P4HA1	XRCC6
P4HA2	FKBP2
P4HB	GPR19
PA2G4	CCL15
PAAF1	PREP
PABPC1	GLP1R
PABPC3	GDF7
PABPC4	PKP4
PABPN1	OR52D1
PACS1	TOMM40L
PACSIN2	KLB
PACSIN3	TRAK1
PAEP	ATP6V0D1
PAFAH1B1	PPP1R8
PAFAH1B2	NCBP1
PAFAH1B3	TH
PAH	TPR
PAICS	GNG13
PAIP1	PACSIN3
PAK1	RAX
PAK2	SF3B5
PAK3	AKAP3
PAK4	ZSCAN21
PAK6	KIF15
PAK7	TACR3
PALLD	SCN8A
PAN2	TBX1
PAN3	POU2F1
PANX1	LIPA
PANX2	SELL
PAPD1	RAB11FIP1
PAPOLA	ADAR
PAPPA	POLD1
PAPPA2	PLA2G2A
PAPSS1	OGG1
PAPSS2	TUBAL3
PAQR5	HMHA1
PARC	JAK3
PARD3	OR13H1
PARD6A	HRH2
PARD6B	ITGB3BP
PARG	VAMP2
PARK2	EML4
PARK7	ZNF792
PARN	DUSP18
PARP1	ASB16
PARP2	PAK6
PARP3	SERPINI1
PARP4	CGA
PARP9	BIN1
PARVA	PARC
PARVB	HBS1L
PARVG	ALOX12B
PASK	IGLV8-61
PATZ1	ANTXR2
PAWR	UBXN1
PAX1	CUL1
PAX2	STX12
PAX3	CBX2
PAX4	WDR77
PAX5	CLEC4M
PAX6	ABCB11
PAX7	FAM33A
PAX8	ROD1
PAX9	RIMS1
PAXIP1	ROCK2
PBK	MLNR
PBRM1	CLDN4
PBX1	MTSS1
PBX2	ALPP
PBX3	ZNF214
PBXIP1	SPIC
PC	APP
PCAF	CEP110
PCBD1	ODF2
PCBP1	NLRP12
PCBP2	PSAP
PCBP4	USP8
PCCA	NBN
PCCB	OSBP2
PCDH1	RAD23A
PCDH10	PCDHB3
PCDH11X	CLCN1
PCDH11Y	TRBV19
PCDH12	PFTK2
PCDH15	ADAMTS14
PCDH17	NR4A1
PCDH18	ADRA2A
PCDH19	DNAI1
PCDH21	EIF2S3
PCDH24	RAB1C
PCDH7	BAG2
PCDH8	PURB
PCDH9	HIVEP2
PCDHA10	NFYA
PCDHA2	HEY1
PCDHA3	CCHCR1
PCDHA5	PELP1
PCDHA6	NDUFB8
PCDHA8	VGF
PCDHA9	NRTN
PCDHAC2	FLJ00185
PCDHB1	FCGR2C
PCDHB11	FOXF1
PCDHB12	HSD17B2
PCDHB13	MSX2
PCDHB14	KCNE2
PCDHB15	NDUFV2
PCDHB16	PCDHA1
PCDHB17	ZNF547
PCDHB2	ID2
PCDHB3	CXCR6
PCDHB4	CCL17
PCDHB5	ANGPT4
PCDHB6	PENK
PCDHB7	GREM2
PCDHB8	COIL
PCDHB9	EBF3
PCDHGA1	PKP2
PCDHGA10	SEC24A
PCDHGA11	SND1
PCDHGA3	SFRS10
PCDHGA8	MYLC2B
PCDHGA9	COG8
PCDHGB5	CIB2
PCDHGB6	ZNF286A
PCDHGC3	COL4A6
PCDHGC5	MOXD2
PCF11	OR13C5
PCGF2	ZNF391
PCGF6	ZNF707
PCK1	MAPK9
PCK2	KCNJ3
PCM1	ARHGAP22
PCMT1	COL16A1
PCNA	OR2B3
PCNP	SEMA4F
PCNT	PPP2R2C
PCOLCE	SNRPA
PCSK1	LARS
PCSK1N	SPATA2
PCSK2	PAX4
PCSK4	SALL1
PCSK5	RIMS2
PCSK6	DUSP5
PCSK7	CPA6
PCTK1	AGTR1
PCTK2	ADAMTS19
PCTK3	USP33
PDAP1	ZNF337
PDC	ZNF837
PDCD1	GLI2
PDCD10	OR52E2
PDCD11	RPS6KA4
PDCD1LG2	MC2R
PDCD2	BLNK
PDCD4	FABP6
PDCD6	CD24
PDCD6IP	SNRK
PDCL	OR5M8
PDE10A	NR3C1
PDE1A	OXTR
PDE1B	GRIN3B
PDE1C	ADAMTS1
PDE3A	GNA13
PDE3B	KRT4
PDE4A	MCM5
PDE4B	CTNNB1
PDE4C	MRE11A
PDE4D	CSDE1
PDE5A	ARG1
PDE6A	CSRP2BP
PDE6B	PSMD2
PDE6C	DDX3X
PDE6D	HSPB2
PDE6G	CDC25B
PDE6H	XRCC3
PDE7B	OCLN
PDGFA	PCDHA5
PDGFB	SNX13
PDGFC	WSB1
PDGFD	PPARA
PDGFRA	CYP8B1
PDGFRB	JMJD1B
PDHA1	KLRC4
PDHA2	OR11A1
PDHB	ARHGEF4
PDHX	CD72
PDIA2	ACADS
PDIA3	SIX2
PDIA4	POU3F1
PDIA6	CTSF
PDK1	U2AF2
PDK2	MED16
PDK3	DNAJB11
PDLIM4	MAPK7
PDLIM5	STIM1
PDLIM7	EGFR
PDP2	BCAP29
PDPK1	PWP1
PDPR	ATP2C2
PDS5A	DNAH9
PDS5B	TRAF3IP3
PDX1	HOXB8
PDYN	DUT
PDZD2	DYNLL1
PDZD3	ZFP30
PDZK1	C1QBP
PEA15	ROBO4
PEBP1	INSIG1
PEF1	GRPR
PEG3	HPS3
PELO	FZD6
PELP1	SEPT5
PENK	PFDN4
PEO1	GLIS1
PER1	FEZ2
PER2	CAPN5
PER3	RHOXF2
PERP	PIGH
PES1	ZNF627
PEX1	PDE6H
PEX10	ITGAD
PEX12	ZNF705A
PEX13	ADRB2
PEX14	SP1
PEX16	TAF9B
PEX19	SRP54
PEX26	RACGAP1
PEX3	CD1C
PEX5	FGF1
PEX6	MSI1
PEX7	ARNTL2
PF4	LRP6
PF4V1	EIF2S2
PFDN1	MCM2
PFDN2	IFNA6
PFDN4	RIF1
PFDN5	CDV3
PFDN6	CCR5
PFKFB1	EDN3
PFKFB2	LINGO1
PFKFB3	PSME2
PFKFB4	DKFZP781A0677
PFKL	NCAM2
PFKM	DLC1
PFKP	MEF2B
PFN1	CHMP5
PFN2	TFDP3
PFTK1	BAT4
PGAP1	DICER1
PGC	OR2T8
PGD	GP1BB
PGF	YIPF5
PGK1	MFGE8
PGK2	ESR2
PGLS	TOP2A
PGM1	ACCN1
PGM5	KPNA1
PGR	TCF4
PGRMC1	DDX41
PHB	OR56A4
PHB2	UQCRC1
PHC1	IFIT1
PHC2	SFRP1
PHC3	SLC25A37
PHEX	ZNF322B
PHF1	IPO4
PHF10	ZNF766
PHF12	FLNB
PHF17	IL1RL2
PHF21A	ZNF594
PHF3	HHIP
PHF5A	RBM14
PHKA1	SERPINB4
PHKA2	MGMT
PHKB	DTX4
PHKG1	KRT15
PHKG2	ATP6V0E1
PHLDA3	NEK7
PHLPP	DLX1
PHOX2A	DDX3Y
PHOX2B	ADRA1D
PHYH	ATF5
PI3	OR5T1
PI4KA	IFNA10
PI4KB	MYH14
PIAS1	CX3CR1
PIAS2	STAU1
PIAS3	PCSK7
PIAS4	CLSTN1
PIB5PA	PFKM
PICALM	SRCAP
PICK1	TNFRSF25
PIGA	FGFR1OP
PIGC	MKL2
PIGF	DRG1
PIGG	DDR1
PIGH	PEA15
PIGK	RCC2
PIGO	PSMB7
PIGP	ASCL2
PIGQ	NDUFV3
PIGR	MOS
PIGT	RPS8
PIK3C2A	PMF1
PIK3C2B	HSP90AB1
PIK3C2G	KIAA1688
PIK3C3	OR2H1
PIK3CA	PRKRA
PIK3CB	SYT16
PIK3CD	DNAL4
PIK3CG	IL22RA1
PIK3R1	PDZD2
PIK3R2	VTN
PIK3R3	RASSF2
PIK3R4	CYB5A
PIK3R5	AES
PILRA	MVK
PIM1	CYP2C19
PIM2	GMFG
PIN1	PRKACB
PIN4	CD6
PINX1	OR4F21
PIP	EOMES
PIP4K2A	CSF2RB
PIP4K2B	CNTN4
PIP4K2C	TRIM54
PIP5K1A	SIAH2
PIP5K1B	NPY5R
PIP5K1C	GATAD2B
PIP5K3	FGF21
PIPSL	KRT7
PIR	SEMA4G
PITPNA	RAB13
PITRM1	ABCD1
PITX1	ATP6AP2
PITX2	HIST1H2BL
PITX3	CCR10
PIWIL1	SNRPD2
PIWIL2	SLC16A7
PIWIL4	SHMT2
PJA1	KIF18A
PJA2	RORA
PKD1	TMSL3
PKD2	TRAIP
PKIA	OR2AT4
PKIG	GRIP1
PKLR	ACAT1
PKM2	TBRG1
PKMYT1	FANCE
PKN1	FOXP1
PKN2	RAET1G
PKNOX1	LMNB2
PKNOX2	ZNF409
PKP1	FUT1
PKP2	C4BPB
PKP3	ATF6
PKP4	KDR
PLA2G10	TRAC
PLA2G12A	AP2B1
PLA2G12B	PSPC1
PLA2G1B	IRAK3
PLA2G2A	SMAD5
PLA2G2D	GOT1
PLA2G2E	RAVER2
PLA2G2F	MYO5A
PLA2G3	ATP6V1G1
PLA2G4A	WRNIP1
PLA2G4B	DUSP11
PLA2G5	LSM11
PLA2G6	DLX5
PLA2G7	EIF3M
PLAA	NPW
PLAGL1	RPS6KB2
PLAT	ITGA8
PLAU	AKAP13
PLAUR	ZNF256
PLCB1	ESPL1
PLCB2	BLOC1S3
PLCB3	L3MBTL
PLCB4	EIF5AL1
PLCD1	ZNF584
PLCE1	DSG2
PLCG1	HOXA2
PLCG2	ZIK1
PLCH1	ADAMTS16
PLCL1	HNRNPH2
PLCL2	PTGIS
PLCZ1	H2AFY
PLD1	SELP
PLD2	ECSIT
PLEC1	CLDN10
PLEK	MYBPC3
PLEK2	SMO
PLEKHA1	ICOSLG
PLEKHA2	LTA4H
PLEKHA7	TACSTD1
PLEKHA8	TAAR3
PLEKHB1	CSRP1
PLEKHB2	SRF
PLEKHG2	RGS7
PLEKHG5	GNG4
PLG	GYPA
PLIN	OR2L5
PLK1	OR2M7
PLK2	HLA-DQA2
PLK3	SMC3
PLK4	SSX4
PLN	UPF2
PLOD1	CD99
PLOD2	JARID1C
PLOD3	DHX37
PLP1	EVI1
PLP2	ACTR3
PLS3	SLC10A1
PLSCR1	EIF6
PLSCR3	CHRNG
PLSCR4	CIC
PLTP	MT-ATP6
PLXNA1	PCK1
PLXNA2	CXXC4
PLXNA3	PKM2
PLXNA4	OR4D9
PLXNB1	GBP1
PLXNB2	SKI
PLXNB3	P4HA2
PLXNC1	GYPC
PLXND1	GJB1
PMAIP1	MMP26
PMF1	RPP30
PML	ZFP36L1
PMP22	TLE2
PMPCA	CLIC2
PMPCB	DOCK2
PMS1	PDCD2
PMS2	ENPP1
PMS2CL	HGS
PMS2L5	SRMS
PNKP	ACE
PNLIP	DKFZP451L152
PNLIPRP2	MT1E
PNMA1	CDK5RAP3
PNN	NPHP4
PNO1	BMP10
PNOC	BNIP3L
PNRC1	P2RX1
PNRC2	CLDN6
PODXL2	VPS18
POFUT1	OTX2
POLA1	RPS23
POLA2	HIST1H2AJ
POLB	HIC1
POLD1	OR5AU1
POLD2	LGI1
POLD3	ARP11
POLD4	NFAT5/TONEBP
POLDIP3	ST8SIA3
POLE	AP3D1
POLE2	RFC5
POLE3	RHOH
POLG	KIF4A
POLG2	DLX2
POLH	IGLV2-23
POLI	MYL4
POLL	FBXO32
POLR1A	QRFPR
POLR1B	OR5T3
POLR1C	ETV1
POLR1D	PTPN14
POLR1E	PRLR
POLR2A	RALA
POLR2B	CCL13
POLR2C	NPR3
POLR2D	GCA
POLR2E	MEIS2
POLR2F	GALR1
POLR2G	IFT88
POLR2H	IGHM
POLR2I	MCCC2
POLR2J	PTPN12
POLR2K	ZNF480
POLR2L	CLIC1
POLR3A	CRNKL1
POLR3B	SNPH
POLR3D	WDSOF1
POLR3E	IRX5
POLR3F	DCN
POLR3G	RIN3
POLR3H	RPS6KA2
POLR3K	BUB3
POLRMT	GUCY1A2
POM121	ABCD3
POMC	PROP1
POMP	PIP5K1B
POMT1	CALCOCO1
POMT2	KIFC1
PON1	MED8
POP4	FAU
POP5	TALDO1
POP7	SORCS3
POR	OR1J1
PORCN	OPRD1
POT1	BMP2
POU1F1	MED22
POU2AF1	CASP6
POU2F1	ZMAT3
POU2F2	HIPK1
POU2F3	CALD1
POU3F1	RAD9B
POU3F2	ZNF133
POU3F3	PKIA
POU3F4	SIT1
POU4F1	CSF2RA
POU4F2	SIGIRR
POU4F3	IL18RAP
POU5F1	EVX1
POU6F2	NME4
PPAN	TMED3
PPAP2B	MMP24
PPARA	HOMEZ
PPARD	TSPAN4
PPARG	CETN2
PPARGC1A	SFRS9
PPARGC1B	RNF14
PPAT	EPB41
PPBP	PRKCA
PPEF1	SH3BP2
PPFIA1	TXNDC9
PPFIA2	WNK4
PPFIA3	PHKA2
PPFIBP1	KLRB1
PPFIBP2	C1QC
PPHLN1	MAP1A
PPIA	ANPEP
PPIAL4	RPL12
PPIB	MYH8
PPIC	NUCB2
PPID	BCL2
PPIE	ZFP37
PPIF	TACR2
PPIG	ERCC6
PPIH	HLA-DRB3
PPIL1	LPAR3
PPIL2	FSCN1
PPL	LDOC1
PPM1A	CNR2
PPM1B	CHAF1A
PPM1D	ETV4
PPM1F	ANP32B
PPP1CA	CAMK4
PPP1CB	CSNK2A1
PPP1CC	NFAM1
PPP1R12A	ALX1
PPP1R12B	DZIP1
PPP1R13B	PCDHGA3
PPP1R13L	AP2A1
PPP1R15A	SENP6
PPP1R1A	MAD1L1
PPP1R1B	GLUD1
PPP1R2	TFPI
PPP1R3A	PRPS1
PPP1R3B	LAMB4
PPP1R3C	DGKI
PPP1R3D	MBL2
PPP1R7	PPM1D
PPP1R8	AMICA1
PPP1R9A	EDAR
PPP2CA	RBMY1A1
PPP2CB	CCNH
PPP2R1A	MED31
PPP2R1B	KCNIP1
PPP2R2A	PARD6B
PPP2R2B	EMILIN1
PPP2R2D	ZIC3
PPP2R3A	ZNF836
PPP2R4	ZNF834
PPP2R5A	ERCC8
PPP2R5B	MT2A
PPP2R5C	AQR
PPP2R5D	NDUFS8
PPP2R5E	TRIM63
PPP3CA	CRTAM
PPP3CB	DLST
PPP3CC	IL28A
PPP3R1	PORCN
PPP3R2	GCK
PPP4C	AHRR
PPP5C	ZNF322A
PPP6C	PPP1R7
PPRC1	PLCB1
PPT1	GSTM2
PPY	HSF4
PPYR1	HLA-DPA1
PQBP1	BCAT1
PRAF2	PAN2
PRC1	TAF2
PRCC	FARSB
PRCP	GPR18
PRDM1	HRK
PRDM2	ACTB
PRDM4	TGM1
PRDM5	BOK
PRDM7	NFKBIB
PRDM9	CASC3
PRDX1	S100A10
PRDX2	PMS2L1
PRDX3	TSSK1B
PRDX4	NODAL
PRDX6	PCDH9
PREB	PPP1R3C
PRELP	DNAJC2
PREP	GRB7
PREPL	SRGAP2
PREX1	LIG1
PRF1	KAI1
PRG2	ACTBL2
PRIC285	UBE2K
PRICKLE1	BMPR1A
PRIM1	EDIL3
PRIM2	HSD17B4
PRKAA1	ADCY9
PRKAA2	BCL6B
PRKAB1	ZNF19
PRKAB2	SVEP1
PRKACA	DCTN1
PRKACB	ACTL7A
PRKACG	CLINT1
PRKAG1	ZNF93
PRKAG2	PCBP2
PRKAG3	BID
PRKAR1A	CELSR1
PRKAR1B	DCP1A
PRKAR2A	PEX6
PRKAR2B	SSNA1
PRKCA	PSMC2
PRKCB	TWIST1
PRKCD	GFM1
PRKCE	UNC119
PRKCG	CLEC5A
PRKCH	ADAMTS13
PRKCI	WDR36
PRKCQ	OR4C11
PRKCZ	RAB11FIP3
PRKD1	PRICKLE2
PRKD2	ABI1
PRKD3	TRAF1
PRKDC	TAK1
PRKG1	ULK2
PRKG2	ZMYM3
PRKRA	PCDHGB7
PRKRIR	BIRC2
PRKX	OR10A2
PRKY	ARID4A
PRL	OR4A8P
PRLH	CASP12
PRLHR	BMPR1B
PRLR	PF4
PRM1	LPL
PRMT1	ASCL3
PRMT2	PCDHGA2
PRMT3	ACTRT1
PRMT5	RRAD
PRMT8	FOXP4
PRNP	SOCS2
PROC	IFIT3
PROP1	TFDP2
PROS1	IGLV2-11
PROX1	MRLC3
PROZ	CLTC
PRPF18	IFNA16
PRPF19	APBA2
PRPF3	H4
PRPF4	IGLV3-22
PRPF40A	RASSF5
PRPF4B	ARAP1
PRPF6	UBB
PRPF8	DEPDC7
PRPH	BCL2L10
PRPH2	ZNF32
PRPS1	PIK3C2B
PRPS1L1	SFRS7
PRPS2	CACNA1G
PRPSAP1	ALDH4A1
PRPSAP2	ERCC5
PRRG1	AIP
PRRX1	ALPK3
PRRX2	TOR2A
PRSS1	ISL2
PRSS2	PTP4A1
PRSS3	YBX1
PRSS7	VPS45
PRTFDC1	RPS3A
PRTN3	CHRNA6
PRX	CCL23
PSAP	TBCE
PSEN1	TK1
PSEN2	RAMP1
PSENEN	CCDC99
PSG1	BLK
PSG2	HNRNPL
PSG4	ANG
PSG6	STK39
PSG9	NFIC
PSIP1	GPR26
PSMA1	MOCS3
PSMA2	TSPYL2
PSMA3	CNTNAP1
PSMA4	STRN
PSMA5	ZSCAN20
PSMA6	AKR1C2
PSMA7	PPP2R5D
PSMB1	DBT
PSMB10	MTDH
PSMB11	TBCB
PSMB2	SELPLG
PSMB3	TOMM70A
PSMB4	BAZ1B
PSMB5	KCNA6
PSMB6	SLC30A5
PSMB7	ALDH3A1
PSMB8	IGFBP3
PSMB9	RPN1
PSMC1	AP1M2
PSMC2	CXADR
PSMC3	TMEM48
PSMC4	HSPA2
PSMC5	DIRAS2
PSMC6	ZMIZ1
PSMD1	RPA1
PSMD10	RAB27B
PSMD11	GMFB
PSMD12	LIG4
PSMD13	SNAPC2
PSMD14	KIF21A
PSMD2	HSBP1
PSMD3	GINS1
PSMD4	FXYD3
PSMD5	CYP7B1
PSMD6	IL18
PSMD7	ANLN
PSMD8	JAZF1
PSMD9	CKB
PSME1	SEPT6
PSME2	STAP1
PSME3	EREG
PSMF1	MID1IP1
PSORS1C2	REXO2
PSTPIP1	TGS1
PTAFR	LRPAP1
PTBP1	GLYCAM1
PTBP2	MYO3A
PTCH1	MIA
PTCH2	NCSTN
PTCRA	RPS6KA5
PTEN	LRRFIP2
PTF1A	UBXN7
PTGDR	CLEC3B
PTGDS	PTGFR
PTGER1	GRWD1
PTGER2	TOMM20
PTGER3	RPS15A
PTGES	MRC1
PTGES2	SOCS6
PTGES3	OR6Y1
PTGFR	PCDHB15
PTGFRN	LCN1
PTGIR	RAD18
PTGIS	WASF3
PTGS1	PCDHGA4
PTGS2	PBX3
PTH	TAS1R3
PTH2R	1060P11.7
PTHLH	OR5P3
PTK2	TSHR
PTK2B	NUP43
PTK6	IFI27
PTMA	TXNRD1
PTN	PAK4
PTOV1	IFNB1
PTP4A1	OR52N2
PTP4A2	NTRK2
PTP4A3	PRICKLE3
PTPN1	OR4N2
PTPN11	EIF3J
PTPN12	NOSTRIN
PTPN13	ZNF441
PTPN14	FBXO4
PTPN18	RASSF1
PTPN2	KSR1
PTPN21	GNAL
PTPN22	FBN1
PTPN3	RPS10
PTPN4	STMN1
PTPN6	PFN1
PTPN7	PSMA7
PTPRA	CD300LF
PTPRB	EIF4A2
PTPRC	VWA2
PTPRCAP	CAMK2B
PTPRD	IFNA8
PTPRE	IDH3G
PTPRF	SCN2B
PTPRH	RNF8
PTPRJ	ASF1A
PTPRK	TGFBR3
PTPRM	METTL2A
PTPRN	MYOM2
PTPRN2	OR10H4
PTPRO	RBAK
PTPRR	ITGA1
PTPRS	XRCC4
PTPRT	PCDH15
PTPRU	RAB25
PTPRZ1	DOCK7
PTRF	BHLHB2
PTS	MAP3K7IP1
PTTG1	RNF5
PTTG2	SRRM1
PTX3	CRMP1
PUF60	RPSA
PUM2	NMU
PURA	APLP2
PURB	ALDH1A3
PVR	LST8
PVRL1	TGFA
PVRL2	AKR1B1
PVRL3	AATF
PVRL4	PCDH12
PWP1	NME2
PXDN	CST5
PXMP3	PHB
PXN	STXBP2
PYCARD	MCM7
PYGB	ACSL5
PYGL	OR52B2
PYGM	NR4A3
PYGO1	ZNF577
PYROXD1	DSG1
PYY	ATXN7
PZP	ARHGDIG
QARS	ERH
QDPR	TFEC
QKI	EIF5A2
QRFP	TAS2R4
QRFPR	CHUK
RAB11A	LIMK2
RAB11B	TNPO2
RAB11FIP1	PCBD2
RAB11FIP2	PEF1
RAB11FIP3	XPNPEP2
RAB11FIP5	SATB1
RAB13	AZI1
RAB14	RNASE6
RAB15	STT3B
RAB17	RANBP1
RAB18	DKFZP781B0869
RAB1A	CS
RAB1B	P4HB
RAB22A	HDAC10
RAB23	MRPS11
RAB25	ZNF844
RAB26	CDH13
RAB27A	ACSL4
RAB27B	ZNF99
RAB2A	IL17A
RAB31	OR1N1
RAB32	HOXC6
RAB33B	MAG
RAB35	NHEJ1
RAB36	ZNF789
RAB3A	HNF4G
RAB3B	ZNF564
RAB3D	MIST
RAB3GAP1	CPT1B
RAB3GAP2	EIF4A3
RAB3IP	PGAP1
RAB4A	PPFIBP1
RAB4B	TMEM126B
RAB5A	PMS1
RAB5B	XCR1
RAB5C	NDUFS2
RAB6A	CSN2
RAB6B	CLSTN2
RAB7A	KCNA7
RAB8A	PPYR1
RAB8B	MORF4L2
RAB9A	MAP3K6
RAB9B	PVRL1
RABEP1	CDC14A
RABEPK	RB1CC1
RABGEF1	HOXC8
RABGGTA	DYNC1I2
RABGGTB	MUC7
RABIF	EDN2
RAC1	CPA3
RAC2	PSMD5
RAC3	IL4R
RACGAP1	METAP2
RAD1	PLD1
RAD17	AMIGO2
RAD21	BAG5
RAD23A	XPO5
RAD23B	ESRRA
RAD50	ABAT
RAD51	PDCD7
RAD51AP1	NUBP1
RAD51C	PFTK1
RAD51L1	FES
RAD51L3	VIM
RAD52	KRT6A
RAD54B	IL27
RAD54L	NSF
RAD9A	BICD2
RAE1	MLLT4
RAET1G	WNT3
RAF1	UGT1A9
RAG1	SLC25A18
RAG2	CD3E
RAGE	ERCC6L
RAI14	CYP1B1
RALA	ACTR2
RALB	NCKAP1
RALBP1	AAAS
RALGDS	TAS2R49
RALY	HMGA1
RALYL	DLX4
RAMP1	SCARF2
RAMP2	RALGDS
RAMP3	GARS
RAN	GTF2A1L
RANBP1	PSMC1
RANBP10	HEY2
RANBP2	MYO19
RANBP3	RNGTT
RANBP6	UGCG
RANBP9	SMAD9
RANGAP1	KCND3
RAP1A	NPAS4
RAP1GAP	SORBS3
RAP2A	SRP72
RAP2B	GABRB2
RAP2C	CDK7
RAPGEF1	CD55
RAPGEF2	TNFAIP6
RAPGEF3	MOXD1
RAPGEF4	PHC3
RAPGEF5	PCSK1
RAPGEF6	RAB8A
RAPH1	OR7A17
RAPSN	AKAP4
RARA	DMBT1
RARB	PSMA6
RARG	MALL
RARRES3	NEUROD1
RARS	S100P
RASA1	RRAS2
RASA2	OR2M5
RASA3	UCHL1
RASAL2	DDT
RASD2	FBXW4
RASGRF1	COPG2
RASGRF2	DGKE
RASGRP1	TXNL4A
RASGRP2	ATOH1
